Date,Transaction Type,Received Quantity,Received Currency,Sent Quantity,Sent Currency,Fee Currency,Fee Amount,Market Value,Source,Internal Transfer,External ID
2021-01-29T08:17:56.000Z,Income,71.66267,CKB,,,,,0.3759773278348049,Binance,FALSE,cdce9ce3-0cce-4454-998a-6264f1a259a6
2021-02-02T04:10:23.000Z,Income,0.0367237,DF,,,,,0.00631280403,Binance,FALSE,3ab2496e-c63a-4cc9-a6ff-1cca3fb1f674
2021-02-03T09:03:50.000Z,Income,0.0191183,PROS,,,,,0.0452850202516225,Binance,FALSE,0bafdbac-6afa-4008-afc7-8ae64330e3a1
2021-02-04T06:00:33.000Z,Income,0.0013325,LIT,,,,,0.005856068867267441,Binance,FALSE,c5de93ed-090c-4739-add6-fbccd68fae72
2021-02-08T13:05:06.000Z,Income,0.0679821,SFP,,,,,0.07830939255256393,Binance,FALSE,3a91c817-9e4e-4d1c-9ed3-ad91d26bab51
2021-02-12T13:34:06.000Z,Income,0.00000451,BETH,,,,,,Binance,FALSE,6907f4f8-dc5d-48b8-814e-fe276dc1970d
2021-02-18T09:00:16.000Z,Income,0.0016072,FXS,,,,,0,Binance,FALSE,63c7ce44-8eae-4b4c-ae42-5c904dac834f
2021-02-19T10:00:01.000Z,Income,0.008487,DODO,,,,,0.04705320999912453,Binance,FALSE,e36214ac-2e95-4696-ae4f-6260bf98cd4d
2021-02-20T07:11:56.000Z,Income,0.0104263,CVP,,,,,0.04099976230469337,Binance,FALSE,f9a9c238-622b-4b79-8e86-db5e89bbd87a
2021-02-23T07:01:28.000Z,Income,0.145265,AUCTION,,,,,0,Binance,FALSE,dad6bdd9-a97a-4a25-b519-530a7b52c44f
2021-02-24T16:54:03.000Z,Income,0.00022017,ACM,,,,,0,Binance,FALSE,a1109e78-152c-43b9-866b-92be2950f57d
2021-02-26T09:00:51.000Z,Income,0.0095038,TVK,,,,,0.007110401910352929,Binance,FALSE,00ba6e63-5482-4e9e-bb74-f0274dcb59a5
2021-03-03T21:10:21.000Z,Income,0.00095448,DEXE,,,,,,Binance,FALSE,4f9f458a-a94b-420c-9556-42f8f505c38d
2021-03-04T15:13:10.000Z,Income,0.01164195,BADGER,,,,,0.6142057853804068,Binance,FALSE,3b6a5aa8-b610-4dfd-85e1-be9f869cff1a
2021-03-08T09:02:12.000Z,Income,0.0516559,OM,,,,,0.022430794989517014,Binance,FALSE,80f175e3-0bd2-4e21-b6ce-af888fa192bf
2021-03-10T11:01:23.000Z,Income,0.00032964,DEGO,,,,,,Binance,FALSE,b5155ab9-5b69-430d-9bef-11d5377bff59
2021-03-13T11:04:18.000Z,Income,0.1611751,POND,,,,,0.02371400702607984,Binance,FALSE,9a06d820-fd0c-433d-8133-fa824f1dae90
2021-03-15T06:00:08.000Z,Income,0.0027511,ALICE,,,,,0.04584583678909014,Binance,FALSE,aff60689-2bb7-4464-b87c-a3ed6ac9c267
2021-03-18T12:00:03.000Z,Income,0.71914,LINA,,,,,,Binance,FALSE,53f1c50e-1b78-4a0a-bf71-31cf8541dfe0
2021-03-19T08:00:42.000Z,Income,0.00115087,PERP,,,,,0.01555925091040236,Binance,FALSE,b473ad3d-9ad4-4bf8-82f0-4d71fa267656
2021-03-22T09:00:00.000Z,Income,0.0089011,RAMP,,,,,0.008472749400111562,Binance,FALSE,fb275f83-d462-4069-89f5-4f8d92b9964f
2021-03-25T00:00:46.000Z,Income,0.00176054,FIS,,,,,0.006652502959300664,Binance,FALSE,c977ee70-7620-4792-9ca3-6512470b88a8
2021-03-25T17:18:28.000Z,Income,0.080606,SUPER,,,,,0.19623028793485262,Binance,FALSE,bc2f3bc6-8e03-494a-93d4-5daf3752deaa
2021-03-26T17:42:01.000Z,Income,2.1578915,FILDOWN,,,,,,Binance,FALSE,44071098-f108-4ab5-895d-9902992f47c3
2021-03-29T11:02:57.000Z,Income,0.02159962,CFX,,,,,,Binance,FALSE,bedfc27c-26b2-4255-9949-009bbc26ea92
2021-04-02T09:00:48.000Z,Income,0.01102572,EPS,,,,,,Binance,FALSE,cc334f1c-270c-46aa-95d5-fdd5e337815d
2021-04-08T07:03:53.000Z,Income,11.25067121,PUNDIX,,,,,55.47124547758372,Binance,FALSE,de2c3330-476a-4784-82c3-d60ba0d927d2
2021-04-09T13:55:33.000Z,Income,0.3698569,XTZDOWN,,,,,0.009509020899,Binance,FALSE,fd77001a-9ce8-4422-a283-a500303cf483
2021-04-13T06:00:12.000Z,Income,0.0253462,TLM,,,,,0.039501728098593356,Binance,FALSE,a22fbde2-f926-4f8d-944f-4138b7ab6192
2021-04-21T11:06:01.000Z,Income,0.0004018,BAR,,,,,,Binance,FALSE,d2da60c7-73d6-4e90-9b7b-4288eee0ed0e
2021-04-21T12:50:30.000Z,Income,0.0232675,PROM,,,,,0.24942760000000003,Binance,FALSE,65462f77-f867-4950-81e3-8b7b47285905
2021-04-26T14:21:39.000Z,Income,0.0075235,MIR,,,,,0.07144276993069558,Binance,FALSE,b8bc87d3-6ec3-48dd-815c-9a777b278aa0
2021-04-29T07:18:41.000Z,Income,0.5051323,EZ,,,,,,Binance,FALSE,734ea5ee-2185-4fcf-84c5-43a5b3460c33
2021-05-03T14:37:11.000Z,Income,0.0012177,1INCHUP,,,,,,Binance,FALSE,39e9000a-914c-46e6-ab5f-23277c683ca4
2021-05-07T09:27:47.000Z,Income,0.2928548,BCHDOWN,,,,,,Binance,FALSE,66a295e7-ed06-48a6-a5c7-3ea2a97a6855
2021-05-10T11:00:02.000Z,Income,1673.4683,SHIB,,,,,0.04736094877250614,Binance,FALSE,972b8081-30e5-4b22-b369-133333bc0a3d
2021-05-11T01:00:42.000Z,Income,0.0017384,ICP,,,,,0.7621239810893099,Binance,FALSE,17f227d3-f43b-4dfd-9b8c-3dca7d22a702
2021-05-12T11:00:18.000Z,Income,8.61,GYEN,,,,,0,Binance,FALSE,57109111-d926-49d5-a45d-9a1753037e01
2021-05-14T12:20:25.000Z,Income,0.0000574,AR,,,,,0.002044014,Binance,FALSE,94d6e462-a2dd-4437-82b8-eff1e0cb49a5
2021-05-27T06:20:59.000Z,Income,0.0009307,MASK,,,,,,Binance,FALSE,3a9fb7d7-c1c0-4e30-89e4-6abf473f0290
2021-06-01T04:06:05.000Z,Income,0.00205,MDX,,,,,,Binance,FALSE,91dcaf10-ab84-4650-ad91-35d0ef34c72a
2021-06-01T12:24:21.000Z,Income,40.85691,AGIX,,,,,,Binance,FALSE,2b89a4ad-61ec-4e96-b5ef-f6f8660ebaf8
2021-06-04T12:15:22.000Z,Income,0.01312,NU,,,,,0.005498507209177232,Binance,FALSE,32bc38d4-bb4a-4124-a7e0-7e94712096f6
2021-06-07T06:39:54.000Z,Income,0.0041,ATA,,,,,,Binance,FALSE,3c3651c4-bd4c-46fc-958a-0a8c69eef4a3
2021-06-07T07:49:39.000Z,Income,0.026363,BCHUP,,,,,,Binance,FALSE,7deaa5e4-37e3-4a30-bb0e-6522183416fb
2021-06-10T14:34:56.000Z,Income,0.0015047,GTC,,,,,,Binance,FALSE,ea78bcb8-e617-4fee-9f2e-8a61fcb84d50
2021-06-17T08:09:33.000Z,Income,0.64288,KEEP,,,,,0.43521276401080033,Binance,FALSE,3670cd9c-51ac-4c48-b823-eb98c1b17025
2021-06-21T18:01:07.000Z,Income,0.3108948,1INCHDOWN,,,,,,Binance,FALSE,5053a0cf-1b7d-4e92-9cc2-c7aa2548a536
2021-07-14T03:51:10.000Z,Income,0.000738,ERN,,,,,0.0042831247423259135,Binance,FALSE,6a2c01b9-55ce-436a-bf5f-8c581d122ae6
2021-07-23T12:00:00.000Z,Income,0.18573,C98,,,,,0,Binance,FALSE,a90781bf-3f94-4064-968e-8274fccade48
2021-07-29T15:41:15.000Z,Income,0.00006355,QNT,,,,,0.008264481605703426,Binance,FALSE,f8c4dae5-5e3c-46b1-b376-3c7f89de1f72
2021-07-30T13:00:00.000Z,Income,0.0081713,FLOW,,,,,0.19316953199999998,Binance,FALSE,5bc3eafb-6582-4e91-bfcd-0fbcb41b2304
2021-08-05T18:26:36.000Z,Income,12256.96,XEC,,,,,359864.34559999994,Binance,FALSE,b91e922a-cad6-465c-94dc-f273c4467ee4
2021-08-10T02:33:16.000Z,Income,4.1e-7,QUICK,,,,,0.00024201199206580758,Binance,FALSE,c350c41d-bcf7-4334-9c18-7a2927187df1
2021-08-10T06:00:01.000Z,Income,0.219514,MINA,,,,,0,Binance,FALSE,aa36a4b9-d0e7-4440-980f-6bdb41294e1c
2021-08-11T00:44:49.000Z,Income,0.00164,RAY,,,,,0,Binance,FALSE,c647e769-9067-415a-a323-c1433bbb9e72
2021-08-11T08:35:14.000Z,Income,0.00001025,FARM,,,,,0.0033864974999999998,Binance,FALSE,9bbc02b9-b06e-4743-b3c8-496aacaafd0c
2021-08-18T11:41:38.000Z,Income,21.6052,VGX,,,,,78.25189578776094,Binance,FALSE,66aea549-9cdb-4b35-bdca-5decbdb11c96
2021-08-19T08:00:09.000Z,Income,0.011439,MBOX,,,,,0,Binance,FALSE,befc9282-bd3f-4bec-8d9f-1ef3a9901dbd
2021-08-23T06:30:01.000Z,Income,1.88313,WAXP,,,,,,Binance,FALSE,05824cb9-8362-4619-a9e7-f937e5666f10
2021-08-23T12:52:38.000Z,Income,0.085526,CLV,,,,,0.12928496091808364,Binance,FALSE,1ab231a1-d0e4-4e30-b335-00128594672f
2021-08-24T06:00:00.000Z,Income,0.22099,TRIBE,,,,,0.22436413359176033,Binance,FALSE,0c8e23b6-6d78-4da0-8285-192f54a181ab
2021-08-30T06:08:10.000Z,Income,0.00013038,GNO,,,,,0.048134886838514156,Binance,FALSE,2f0d3c66-9189-42a5-8ac6-d77999309cbd
2021-09-09T11:50:41.000Z,Income,0.00041,DYDX,,,,,0,Binance,FALSE,c12a1ad3-9e3d-4253-bb05-7295513e277b
2021-09-13T07:04:37.000Z,Income,0.23944,GALA,,,,,0.017712873165233588,Binance,FALSE,5c1738ea-73c4-4916-898f-38cb484df1b9
2021-09-24T06:53:36.000Z,Income,0.000656,YGG,,,,,,Binance,FALSE,aa01a40c-87d8-49ef-9f7b-8b06c53ce56c
2021-09-24T13:48:05.000Z,Income,0.0000164,ILV,,,,,,Binance,FALSE,e0f4670e-0569-4990-adfd-6aa2ef0ef958
2021-10-04T14:56:02.000Z,Income,0.034153,KLAY,,,,,0.042076496000000005,Binance,FALSE,c396b1f7-d568-42f5-b112-8b13a5222171
2021-10-05T16:02:34.000Z,Income,0.001701,AGLD,,,,,0.006164208950546512,Binance,FALSE,7c43f976-56af-4e21-9089-6edc470ff6c2
2021-10-07T13:34:51.000Z,Income,0.000369,RAD,,,,,,Binance,FALSE,7bf19cc8-49e9-4e63-9c35-ec37038faa42
2021-10-08T12:01:22.000Z,Income,0.00205,BETA,,,,,,Binance,FALSE,61b682f9-8ef6-42bf-9a01-d78034148993
2021-10-11T06:00:00.000Z,Income,0.004879,RARE,,,,,,Binance,FALSE,91ba81df-f517-4ec5-b52c-3dd0ddb78d8c
2021-10-20T15:08:26.000Z,Income,4.0896754,SSV,,,,,0.56069449734,Binance,FALSE,254c0a84-e8fc-44ab-be9d-53560e5cafd0
2021-10-21T12:00:07.000Z,Income,0.0001968,LAZIO,,,,,,Binance,FALSE,106867fb-b431-4e66-93e3-e246e86be9dd
2021-11-03T20:35:37.000Z,Income,0.016851,FIDA,,,,,,Binance,FALSE,be575272-4a33-4d69-b0b9-516f8f3917d0
2021-11-08T06:19:54.000Z,Income,0.00042845,MOVR,,,,,0.175690207,Binance,FALSE,a6154071-93ac-448e-964a-4ac2364d8f59
2021-11-10T08:05:03.000Z,Income,0.0007749,CITY,,,,,0.00009043386425320356,Binance,FALSE,c9ddd542-c651-4d94-97c5-566c19b91ac7
2021-11-10T08:15:08.000Z,Income,0.0000902,ENS,,,,,0.00555181,Binance,FALSE,bec05f16-4c05-4b90-8872-2e96cf6ea130
2021-11-23T02:46:16.000Z,Income,0.220498,JASMY,,,,,0.04798070483490705,Binance,FALSE,713e66a8-8369-41af-861f-fbb2fa9f5865
2021-11-23T06:48:19.000Z,Income,0.60147,AMP,,,,,0.03901996862677127,Binance,FALSE,b074e881-454a-4358-917b-691e3fee4031
2021-11-24T16:49:24.000Z,Income,4.4331158,BOBA,,,,,,Binance,FALSE,35c30303-53a0-4e47-a68e-0a2f2f219de7
2021-11-27T10:00:04.000Z,Income,0.1243899,RNDR,,,,,0.8676531195421389,Binance,FALSE,6928c685-d11b-40c1-8ba3-bed537623f2d
2021-12-01T11:01:16.000Z,Income,0.0017548,SANTOS,,,,,,Binance,FALSE,cfbe7579-61f8-4002-8011-8b34960b661e
2021-12-02T08:06:36.000Z,Income,0.1210812,MC,,,,,,Binance,FALSE,c993c1d5-3940-4c04-b67d-98ad3b4ca21c
2021-12-05T11:50:34.000Z,Income,0.000902,PORTO,,,,,,Binance,FALSE,a0601ff3-6c1c-446f-8d7f-9cd3f8f370fa
2021-12-14T13:24:41.000Z,Income,0.006068,VOXEL,,,,,0,Binance,FALSE,a8619ddd-4488-468f-acdf-249a81ff6553
2021-12-14T14:49:33.000Z,Income,18.02495906,SGB,,,,,4.570601234919369,Binance,FALSE,62a579c3-9ecb-49f0-88b2-9e083b4cf9a0
2021-12-23T16:39:26.000Z,Income,955.4459717,OOKI,,,,,,Binance,FALSE,26191300-02b3-44fd-919c-f6c2e274f71e
2021-12-24T01:38:12.000Z,Income,0.00051414,CVX,,,,,,Binance,FALSE,67529cce-08d0-46d9-95c5-c0cb003bb3f5
2021-12-25T12:02:46.000Z,Income,0.0034768,BICO,,,,,,Binance,FALSE,44a5fa64-6f6d-47bd-ab07-e912ccba25c0
